domain,url_count,quality_score,cultural_relevance_score,confidence,reasoning,priority,sample_urls
dogoday.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://dogoday.com/2020/05/28/healthcare-heroes-small-door-wa=
itunes.apple.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://itunes.apple.com/us/podcast/founder-insights-podcast/id1441688684
www.u=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.u=
emailda.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://emailda.com/)
www.onlinestartupevents.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.onlinestartupevents.com/)
www.lin=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.lin=
app.p=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://app.p=
www.capitalo=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.capitalo=
www.capitalone.=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.capitalone.=
link.mail.bloom=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://link.mail.bloom=
lin=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://lin=
link.m=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://link.m=
e=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://e=
5minutebookkeeping.=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://5minutebookkeeping.=
www.sizeup.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.sizeup.com/help/faq
wellsfargoworks.co=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://wellsfargoworks.co=
www.loom.co=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.loom.co=
www.loom=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.loom=
docs.googl=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://docs.googl=
docs.google.=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://docs.google.=
trello=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://trello=
doc=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://doc=
b=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://b=
coachingnocod=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://coachingnocod=
dashboard.coachingnocodeapps.c=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://dashboard.coachingnocodeapps.c=
bts.th=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://bts.th=
trell=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://trell=
www.l=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.l=
coac=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://coac=
coachi=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://coachi=
zoom=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://zoom=
bts=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://bts=
bts.thinkifi=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://bts.thinkifi=
www.loom.com=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.loom.com=
www.loom.=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.loom.=
coachingnocodeapps.wu=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://coachingnocodeapps.wu=
cdn-images.mailchimp.=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://cdn-images.mailchimp.=
cdn-images.mailch=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://cdn-images.mailch=
saastr.us=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://saastr.us=
saastr.us9.list-manag=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://saastr.us9.list-manag=
saastr.us9.list-mana=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://saastr.us9.list-mana=
us9.campaign-archive2.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://us9.campaign-archive2.com/?u=3Db25%3D
saastr.us9.list=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://saastr.us9.list=
www.lo=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.lo=
us02web.zoom.us,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://us02web.zoom.us/j/85395866713
www.google.co=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.google.co=
www.,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.
s=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://s=
coachingnocodeap=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://coachingnocodeap=
v2uploads.zopim.io,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://v2uploads.zopim.io/R/m/R/RmREdxtJY6wntrxzsaDPMTQeaAlLN7H0/cf=
thegatheringspot.club),1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://thegatheringspot.club)
humbledolla=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://humbledolla=
linkmktg.cutimes.c=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://linkmktg.cutimes.c=
linkmktg.cut=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://linkmktg.cut=
linkmktg.cutimes.com=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://linkmktg.cutimes.com=
linkmktg.=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://linkmktg.=
mapped.rocks,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://mapped.rocks
di209.infusion=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://di209.infusion=
d1yo=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://d1yo=
di209=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://di209=
uncrate.us=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://uncrate.us=
uncrate.us1.list-manage.=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://uncrate.us1.list-manage.=
uncrate=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://uncrate=
uncrate.us1.=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://uncrate.us1.=
uncrate.us1=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://uncrate.us1=
uncrate.us1.list=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://uncrate.us1.list=
uncrate.us1.list-manag=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://uncrate.us1.list-manag=
uncrate.us1.li=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://uncrate.us1.li=
unc=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://unc=
uncrate.us1.list-=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://uncrate.us1.list-=
uncrate.us1.l=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://uncrate.us1.l=
uncrate.us1.lis=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://uncrate.us1.lis=
us1.forward-to-friend.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://us1.forward-to-friend.com/forward?u=3D125c5c58%3D
uncrate.us1.list-mana=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://uncrate.us1.list-mana=
uncrate.us1.list-m=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://uncrate.us1.list-m=
us1.campa=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://us1.campa=
uncrate.us1.list-ma=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://uncrate.us1.list-ma=
uncrate.us1.list-manage.com=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://uncrate.us1.list-manage.com=
uncrate.us1.list-manage.c=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://uncrate.us1.list-manage.c=
uncrate.us1.list-man=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://uncrate.us1.list-man=
email.mg2.=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://email.mg2.=
email.mg2.substa=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://email.mg2.substa=
email.mg2.substack.=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://email.mg2.substack.=
email.m=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://email.m=
www.dandapani.org,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.dandapani.org
info.blackswa=,1,0.5,0.022727272727272728,0.5,Medium value domain requiring human assessment,NORMAL,https://info.blackswa=
eventing.coursera.or=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://eventing.coursera.or=
eventing.cou=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://eventing.cou=
eventing.courser=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://eventing.courser=
eventing.c=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://eventing.c=
eventing.coursera.=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://eventing.coursera.=
eventing.coursera.org=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://eventing.coursera.org=
www.techcrunch.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.techcrunch.com
membershipsupport.secure.force.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://membershipsupport.secure.force.com/ExtraCrunchHelp/
tx227.infu=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://tx227.infu=
cdn.finan=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://cdn.finan=
links.fb=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://links.fb=
unsubscribe.fourhourmail.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://unsubscribe.fourhourmail.com/5qud3zmq3qu7h3m763al
www.ribbonfarm.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.ribbonfarm.com/2009/08/19/on=
ofdollarsa=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://ofdollarsa=
t.sidekickopen83.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://t.sidekickopen83.com/s1t/c/5/f18dQhb0S=
kylasca=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://kylasca=
t.sidekickopen83.=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://t.sidekickopen83.=
www.i=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.i=
www.re=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.re=
ma=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://ma=
mai=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://mai=
mailchi.us3.li=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://mailchi.us3.li=
mailchi.us3.lis=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://mailchi.us3.lis=
links.fbztrk.c=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://links.fbztrk.c=
links.fbztrk.=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://links.fbztrk.=
mailchi.us3.list-ma=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://mailchi.us3.list-ma=
mailchi.us=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://mailchi.us=
mailchi.us3.list-manage.c=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://mailchi.us3.list-manage.c=
mailchi.us3.list-manag=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://mailchi.us3.list-manag=
humbl=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://humbl=
www.gotowebinar.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.gotowebinar.com
www.gotowebinar.com__;!!ENSHsYdSoey7eA!oIDHAAfimgQ=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.gotowebinar.com__;!!ENSHsYdSoey7eA!oIDHAAfimgQ=
urldefense.com=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://urldefense.com=
mitsmr.co=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://mitsmr.co=
www.gotowebinar.com__;!!ENSHsYdSoey7eA!oIDHAA=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.gotowebinar.com__;!!ENSHsYdSoey7eA!oIDHAA=
mitsmr.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://mitsmr.com/38L1Zmc
urldefen=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://urldefen=
www.meetelise.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.meetelise.com/)
www.silascapital.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.silascapital.com/=
www.mymyro.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.mymyro.com/)
nori.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://nori.com/)
boards.gree=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://boards.gree=
beliade.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://beliade.com/)
finmark.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://finmark.com/)
g=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://g=
hello546377.typeform.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://hello546377.typeform.com/to/J4JERBtv)
email.mg=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://email.mg=
email.mg2.substack=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://email.mg2.substack=
email.mg2=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://email.mg2=
email.mg2.sub=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://email.mg2.sub=
email.mg2.subs=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://email.mg2.subs=
email.mg2.subst=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://email.mg2.subst=
hebrewslangoftheday.tumblr.com=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://hebrewslangoftheday.tumblr.com=
www.axios.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.axios.com/u=
www.amazon.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.amazon.com/Detectorists-BBC-Series/dp/B06XC=
www.theverge.com=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.theverge.com=
nextdraft.us2.list-manage.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://nextdraft.us2.list-manage.com/unsubscribe?u=3Ded102783e87fe%3D
www.vox=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.vox=
www.baltimor=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.baltimor=
nextdr=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://nextdr=
t.e=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://t.e=
cu262.files.keap.app,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://cu262.files.keap.app/cu262/c60cfb7c-a2b9-4c=
cu262.infusion-links=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://cu262.infusion-links=
cu262.infusio=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://cu262.infusio=
cu262.files.kea=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://cu262.files.kea=
cu262.infusion-=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://cu262.infusion-=
cu26=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://cu26=
ofdollarsandd=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://ofdollarsandd=
theirrelevantinvestor.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://theirrelevantinvestor.com/2021/06/17/bli=
www.thedailyups=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.thedailyups=
www.fitmind.co),1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.fitmind.co)
positivepsychology.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://positivepsychology.com/positive-psychology-an-introduct=
www.ted.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.ted.com/talks/andrey=
fitmi=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://fitmi=
apps.apple.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://apps.apple.com/us/a=
elemental.medium.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://elemental.medium.com/the-cognition-crisis-a1482e889fcb)=
fitmind.us19.=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://fitmind.us19.=
bklyn.co,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://bklyn.co/projects
forms.gle,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://forms.gle/PyVMPZZSA2p9pYDt5
medequiptech.io,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://medequiptech.io/
app.konstructly.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://app.konstructly.com/
bids.sweptworks.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://bids.sweptworks.com/
secure.helpscout.net=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://secure.helpscout.net=
83e2cf20-a0d2-4584-b6=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://83e2cf20-a0d2-4584-b6=
mailtra=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://mailtra=
www.rapidevelopers.com%2F&userId=6949073&signature=1593b387c66c36e3,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.rapidevelopers.com%2F&userId=6949073&signature=1593b387c66c36e3
www.loom.com%2Fshare%2F12e0c64602b14cee8dff8585e988557c&userId=6949073&signature=4a9f8d15260c699d,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.loom.com%2Fshare%2F12e0c64602b14cee8dff8585e988557c&userId=6949073&signature=4a9f8d15260c699d
www.loom.com%2Fshare%2F12e0c64602b14cee8dff8585e988557c&amp;userId=3D694=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.loom.com%2Fshare%2F12e0c64602b14cee8dff8585e988557c&amp;userId=3D694=
www.loom.com%2Fshare%2F12=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.loom.com%2Fshare%2F12=
www.rapidevelopers.co=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.rapidevelopers.co=
www.loom.com%2Fshare%2F12e0c64602b14cee8dff8585e988557c&userId=6949073&signature=8b30ac91398445e1,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.loom.com%2Fshare%2F12e0c64602b14cee8dff8585e988557c&userId=6949073&signature=8b30ac91398445e1
www.rapidevelopers.com%2F&userId=6949073&signature=7e930d3fffb557ca,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.rapidevelopers.com%2F&userId=6949073&signature=7e930d3fffb557ca
gmpg.org,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://gmpg.org/xfn/11
email.mailgun.ncubesoftware.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://email.mailgun.ncubesoftware.com/o/eJwdzEsOw=
ncubesof=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://ncubesof=
ncubesoftware=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://ncubesoftware=
www.ghostqode.com%2F&userId=6753433&signature=f7921d80707a40e3,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.ghostqode.com%2F&userId=6753433&signature=f7921d80707a40e3
www.ghostqode.com%2F&userId=6753433&signature=f170c5d3615d92d6,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.ghostqode.com%2F&userId=6753433&signature=f170c5d3615d92d6
www.ubtagency.com%2F&userId=6753433&signature=7e1e413767340847,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.ubtagency.com%2F&userId=6753433&signature=7e1e413767340847
www.ghostqode.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.ghostqode.com
t.sidekickopen77.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://t.sidekickopen77.com/s1t/c/5/f18dQhb0S7lM8dDMPbW2n0x6l2B9nMJN7t5XWPdSD1CW3N1Dyx7fJ_ZTV1pVxX5XTBkg103?te=W3R5hFj4cm2zwW3_SMKM3T1k87W1JzCRv4cNDSbW1JxwY51LxhDP39Jy2&si=8000000000676731&pi=6e96cc27-fcd4-433f-e480-4fe595987c40
url651=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://url651=
www.burritoapps.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.burritoapps.com
t.sidekickopen16.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://t.sidekickopen16.com/s3t/c/5/f18dQhb0S7kF8cFt9DW5HmNwP2zGCwVN8Jbw_=
welovenocode.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://welovenocode.com/
u4155056.ct.sendgri=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://u4155056.ct.sendgri=
www.stayshure.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.stayshure.com
mindforap=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://mindforap=
mindforapps.=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://mindforapps.=
83e2cf20-a0d2-4584-b67b-de0ac8604e6e.pipedrive.=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://83e2cf20-a0d2-4584-b67b-de0ac8604e6e.pipedrive.=
calendly.co=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://calendly.co=
schema.or=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://schema.or=
us06web.zoom.=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://us06web.zoom.=
calendly=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://calendly=
www.uberconference.,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.uberconference.
calendar.go=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://calendar.go=
calendar.google.co=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://calendar.google.co=
su=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://su=
schema.o=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://schema.o=
www.uberconference=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.uberconference=
www.uberconference.com%2Froom%2Fzeroqode&amp;sa=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.uberconference.com%2Froom%2Fzeroqode&amp;sa=
sche=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://sche=
me,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://me
cale=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://cale=
www.google.com=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.google.com=
calendly.,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://calendly.
meet,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://meet
me=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://me=
url6515.burritoapps.c=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://url6515.burritoapps.c=
mailfoogae.app=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://mailfoogae.app=
therapackelawgroup.activehosted.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://therapackelawgroup.activehosted.com/proc.php?nl=12&amp%3Bc=201&amp%3Bm=605&amp%3Bs=d2f60c417eecb32534391d80e39b8c09&amp%3Bact=unsub
url6515.burrit=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://url6515.burrit=
url6515.burritoapps=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://url6515.burritoapps=
83e2cf20-a0d2-4584-b67b-de0ac8604e6e.=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://83e2cf20-a0d2-4584-b67b-de0ac8604e6e.=
devzeroqode.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://devzeroqode.com/
mind=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://mind=
m=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://m=
www.notboring.co,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.notboring.co/p/status-monke=
ofdolla=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://ofdolla=
di209.infu=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://di209.infu=
di209.=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://di209.=
di2=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://di2=
di209.files.keap.app,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://di209.files.keap.app/di209/c437565a-2c99-4d60=
mailchi.us3.=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://mailchi.us3.=
mailchi.us3.list-m=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://mailchi.us3.list-m=
www.epsilontheor=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.epsilontheor=
